poem,data,stereotype,original_lang
437,"But, for his theft, in pride of all his growth",0,English
437,A vengeful canker eat him up to death.,0,English
437,"   More flowers I noted, yet I none could see,",0,English
437,"   But sweet, or colour it had stol'n from thee.",0,English
438,"Where art thou Muse that thou forget'st so long,",0,English
438,To speak of that which gives thee all thy might?,0,English
438,"Spend'st thou thy fury on some worthless song,",0,English
438,Darkening thy power to lend base subjects light?,0,English
438,"Return forgetful Muse, and straight redeem,",0,English
438,In gentle numbers time so idly spent;,0,English
438,Sing to the ear that doth thy lays esteem,0,English
438,And gives thy pen both skill and argument.,0,English
438,"Rise, resty Muse, my love's sweet face survey,",0,English
438,If Time have any wrinkle graven there;,0,English
438,"If any, be a satire to decay,",0,English
438,And make Time's spoils despised every where.,0,English
438,"Give my love fame faster than Time wastes life,",0,English
438,So thou prevent'st his scythe and crooked knife.,0,English
439,O truant Muse what shall be thy amends,0,English
439,For thy neglect of truth in beauty dyed?,0,English
439,Both truth and beauty on my love depends;,0,English
439,"So dost thou too, and therein dignified.",0,English
439,"Make answer Muse: wilt thou not haply say,",0,English
439,"'Truth needs no colour, with his colour fixed;",0,English
439,"Beauty no pencil, beauty's truth to lay;",0,English
439,"But best is best, if never intermixed'?",0,English
439,"Because he needs no praise, wilt thou be dumb?",0,English
439,"Excuse not silence so, for't lies in thee",0,English
439,To make him much outlive a gilded tomb,0,English
439,And to be praised of ages yet to be.,0,English
439,"   Then do thy office, Muse; I teach thee how",0,English
439,"   To make him seem, long hence, as he shows now.",0,English
440,"My love is strengthened, though more weak in seeming;",0,English
440,"I love not less, though less the show appear;",0,English
440,"That love is merchandized, whose rich esteeming,",0,English
440,The owner's tongue doth publish every where.,0,English
440,"Our love was new, and then but in the spring,",0,English
440,When I was wont to greet it with my lays;,0,English
440,"As Philomel in summer's front doth sing,",0,English
440,And stops his pipe in growth of riper days:,0,English
440,Not that the summer is less pleasant now,0,English
440,"Than when her mournful hymns did hush the night,",0,English
440,"But that wild music burthens every bough,",0,English
440,And sweets grown common lose their dear delight.,0,English
440,"   Therefore like her, I sometime hold my tongue:",0,English
440,   Because I would not dull you with my song.,0,English
441,"Alack! what poverty my Muse brings forth,",0,English
441,"That having such a scope to show her pride,",0,English
441,The argument all bare is of more worth,0,English
441,Than when it hath my added praise beside!,0,English
441,"O! blame me not, if I no more can write!",0,English
441,"Look in your glass, and there appears a face",0,English
441,"That over-goes my blunt invention quite,",0,English
441,"Dulling my lines, and doing me disgrace.",0,English
441,"Were it not sinful then, striving to mend,",0,English
441,To mar the subject that before was well?,0,English
441,For to no other pass my verses tend,0,English
441,Than of your graces and your gifts to tell;,0,English
441,"   And more, much more, than in my verse can sit,",0,English
441,   Your own glass shows you when you look in it.,0,English
442,"To me, fair friend, you never can be old,",0,English
442,"For as you were when first your eye I ey'd,",0,English
442,"Such seems your beauty still. Three winters cold,",0,English
442,"Have from the forests shook three summers' pride,",0,English
442,"Three beauteous springs to yellow autumn turned,",0,English
442,"In process of the seasons have I seen,",0,English
442,"Three April perfumes in three hot Junes burned,",0,English
442,"Since first I saw you fresh, which yet are green.",0,English
442,"Ah! yet doth beauty like a dial-hand,",0,English
442,"Steal from his figure, and no pace perceived;",0,English
442,"So your sweet hue, which methinks still doth stand,",0,English
442,"Hath motion, and mine eye may be deceived:",0,English
442,"   For fear of which, hear this thou age unbred:",0,English
442,   Ere you were born was beauty's summer dead.,0,English
443,"Let not my love be called idolatry,",0,English
443,"Nor my beloved as an idol show,",0,English
443,Since all alike my songs and praises be,0,English
443,"To one, of one, still such, and ever so.",0,English
443,"Kind is my love to-day, to-morrow kind,",0,English
443,Still constant in a wondrous excellence;,0,English
443,"Therefore my verse to constancy confined,",0,English
443,"One thing expressing, leaves out difference.",0,English
443,"Fair, kind, and true, is all my argument,",0,English
443,"Fair, kind, and true, varying to other words;",0,English
443,"And in this change is my invention spent,",0,English
443,"Three themes in one, which wondrous scope affords.",0,English
443,"   Fair, kind, and true, have often lived alone,",0,English
443,"   Which three till now, never kept seat in one.",0,English
444,When in the chronicle of wasted time,0,English
444,"I see descriptions of the fairest wights,",0,English
444,"And beauty making beautiful old rhyme,",0,English
444,"In praise of ladies dead and lovely knights,",0,English
444,"Then, in the blazon of sweet beauty's best,",0,English
444,"Of hand, of foot, of lip, of eye, of brow,",0,English
444,I see their antique pen would have expressed,0,English
444,Even such a beauty as you master now.,0,English
444,So all their praises are but prophecies,0,English
444,"Of this our time, all you prefiguring;",0,English
444,"And for they looked but with divining eyes,",0,English
444,They had not skill enough your worth to sing:,0,English
444,"   For we, which now behold these present days,",0,English
444,"   Have eyes to wonder, but lack tongues to praise.",0,English
445,"Not mine own fears, nor the prophetic soul",0,English
445,"Of the wide world dreaming on things to come,",0,English
445,"Can yet the lease of my true love control,",0,English
445,Supposed as forfeit to a confined doom.,0,English
445,"The mortal moon hath her eclipse endured,",0,English
445,And the sad augurs mock their own presage;,0,English
445,"Incertainties now crown themselves assured,",0,English
445,And peace proclaims olives of endless age.,0,English
445,"Now with the drops of this most balmy time,",0,English
445,"My love looks fresh, and Death to me subscribes,",0,English
445,"Since, spite of him, I'll live in this poor rhyme,",0,English
445,While he insults o'er dull and speechless tribes:,0,English
445,"   And thou in this shalt find thy monument,",0,English
445,   When tyrants' crests and tombs of brass are spent.,0,English
446,What's in the brain that ink may character,0,English
446,Which hath not figured to thee my true spirit?,0,English
446,"What's new to speak, what now to register,",0,English
446,"That may express my love, or thy dear merit?",0,English
446,"Nothing, sweet boy; but yet, like prayers divine,",0,English
446,I must each day say o'er the very same;,0,English
446,"Counting no old thing old, thou mine, I thine,",0,English
446,Even as when first I hallowed thy fair name.,0,English
446,"So that eternal love in love's fresh case,",0,English
446,"Weighs not the dust and injury of age,",0,English
446,"Nor gives to necessary wrinkles place,",0,English
446,But makes antiquity for aye his page;,0,English
446,"   Finding the first conceit of love there bred,",0,English
446,   Where time and outward form would show it dead.,0,English
447,"O! never say that I was false of heart,",0,English
447,"Though absence seemed my flame to qualify,",0,English
447,As easy might I from my self depart,0,English
447,As from my soul which in thy breast doth lie:,0,English
447,"That is my home of love: if I have ranged,",0,English
447,"Like him that travels, I return again;",0,English
447,"Just to the time, not with the time exchanged,",0,English
447,So that myself bring water for my stain.,0,English
447,"Never believe though in my nature reigned,",0,English
447,"All frailties that besiege all kinds of blood,",0,English
447,"That it could so preposterously be stained,",0,English
447,To leave for nothing all thy sum of good;,0,English
447,"   For nothing this wide universe I call,",0,English
447,"   Save thou, my rose, in it thou art my all.",0,English
448,"Alas! 'tis true, I have gone here and there,",0,English
448,"And made my self a motley to the view,",0,English
448,"Gored mine own thoughts, sold cheap what is most dear,",0,English
448,Made old offences of affections new;,0,English
448,"Most true it is, that I have looked on truth",0,English
448,"Askance and strangely; but, by all above,",0,English
448,"These blenches gave my heart another youth,",0,English
448,And worse essays proved thee my best of love.,0,English
448,"Now all is done, have what shall have no end:",0,English
448,Mine appetite I never more will grind,0,English
448,"On newer proof, to try an older friend,",0,English
448,"A god in love, to whom I am confined.",0,English
448,"   Then give me welcome, next my heaven the best,",0,English
448,   Even to thy pure and most most loving breast.,0,English
449,"O! for my sake do you with Fortune chide,",0,English
449,"The guilty goddess of my harmful deeds,",0,English
449,That did not better for my life provide,0,English
449,Than public means which public manners breeds.,0,English
449,"Thence comes it that my name receives a brand,",0,English
449,And almost thence my nature is subdued,0,English
449,"To what it works in, like the dyer's hand:",0,English
449,"Pity me, then, and wish I were renewed;",0,English
449,"Whilst, like a willing patient, I will drink",0,English
449,Potions of eisel 'gainst my strong infection;,0,English
449,"No bitterness that I will bitter think,",0,English
449,"Nor double penance, to correct correction.",0,English
449,"   Pity me then, dear friend, and I assure ye,",0,English
449,   Even that your pity is enough to cure me.,0,English
450,"Your love and pity doth the impression fill,",0,English
450,Which vulgar scandal stamped upon my brow;,0,English
450,"For what care I who calls me well or ill,",0,English
450,"So you o'er-green my bad, my good allow?",0,English
450,"You are my all-the-world, and I must strive",0,English
450,To know my shames and praises from your tongue;,0,English
450,"None else to me, nor I to none alive,",0,English
450,That my steeled sense or changes right or wrong.,0,English
450,In so profound abysm I throw all care,0,English
450,"Of others' voices, that my adder's sense",0,English
450,To critic and to flatterer stopped are.,0,English
450,Mark how with my neglect I do dispense:,0,English
450,"   You are so strongly in my purpose bred,",0,English
450,   That all the world besides methinks y'are dead.,0,English
451,"Since I left you, mine eye is in my mind;",0,English
451,And that which governs me to go about,0,English
451,"Doth part his function and is partly blind,",0,English
451,"Seems seeing, but effectually is out;",0,English
451,For it no form delivers to the heart,0,English
451,"Of bird, of flower, or shape which it doth latch:",0,English
451,"Of his quick objects hath the mind no part,",0,English
451,Nor his own vision holds what it doth catch;,0,English
451,"For if it see the rud'st or gentlest sight,",0,English
451,"The most sweet favour or deformed'st creature,",0,English
451,"The mountain or the sea, the day or night,",0,English
451,"The crow, or dove, it shapes them to your feature.",0,English
451,"   Incapable of more, replete with you,",0,English
451,   My most true mind thus maketh mine eye untrue.,0,English
452,"Or whether doth my mind, being crowned with you,",0,English
452,"Drink up the monarch's plague, this flattery?",0,English
452,"Or whether shall I say, mine eye saith true,",0,English
452,"And that your love taught it this alchemy,",0,English
452,To make of monsters and things indigest,0,English
452,"Such cherubins as your sweet self resemble,",0,English
452,"Creating every bad a perfect best,",0,English
452,As fast as objects to his beams assemble?,0,English
452,"O! 'tis the first, 'tis flattery in my seeing,",0,English
452,And my great mind most kingly drinks it up:,0,English
452,"Mine eye well knows what with his gust is 'greeing,",0,English
452,And to his palate doth prepare the cup:,0,English
452,"   If it be poisoned, 'tis the lesser sin",0,English
452,   That mine eye loves it and doth first begin.,0,English
453,"Those lines that I before have writ do lie,",0,English
453,Even those that said I could not love you dearer:,0,English
453,Yet then my judgment knew no reason why,0,English
453,My most full flame should afterwards burn clearer.,0,English
453,"But reckoning Time, whose million'd accidents",0,English
453,"Creep in 'twixt vows, and change decrees of kings,",0,English
453,"Tan sacred beauty, blunt the sharp'st intents,",0,English
453,Divert strong minds to the course of altering things;,0,English
453,"Alas! why, fearing of Time's tyranny,",0,English
453,"Might I not then say, 'Now I love you best,'",0,English
453,"When I was certain o'er incertainty,",0,English
453,"Crowning the present, doubting of the rest?",0,English
453,"   Love is a babe, then might I not say so,",0,English
453,   To give full growth to that which still doth grow?,0,English
454,Let me not to the marriage of true minds,0,English
454,Admit impediments. Love is not love,0,English
454,"Which alters when it alteration finds,",0,English
454,Or bends with the remover to remove:,0,English
454,"O, no! it is an ever-fixed mark,",0,English
454,That looks on tempests and is never shaken;,0,English
454,"It is the star to every wandering bark,",0,English
454,"Whose worth's unknown, although his height be taken.",0,English
454,"Love's not Time's fool, though rosy lips and cheeks",0,English
454,Within his bending sickle's compass come;,0,English
454,"Love alters not with his brief hours and weeks,",0,English
454,But bears it out even to the edge of doom.,0,English
454,"     If this be error and upon me proved,",0,English
454,"     I never writ, nor no man ever loved.",0,English
455,"Accuse me thus: that I have scanted all,",0,English
455,"Wherein I should your great deserts repay,",0,English
455,"Forgot upon your dearest love to call,",0,English
455,Whereto all bonds do tie me day by day;,0,English
455,"That I have frequent been with unknown minds,",0,English
455,And given to time your own dear-purchased right;,0,English
455,That I have hoisted sail to all the winds,0,English
455,Which should transport me farthest from your sight.,0,English
455,"Book both my wilfulness and errors down,",0,English
455,And on just proof surmise accumulate;,0,English
455,"Bring me within the level of your frown,",0,English
455,But shoot not at me in your wakened hate;,0,English
455,   Since my appeal says I did strive to prove,0,English
455,   The constancy and virtue of your love.,0,English
456,"Like as, to make our appetites more keen,",0,English
456,With eager compounds we our palate urge;,0,English
456,"As, to prevent our maladies unseen,",0,English
456,We sicken to shun sickness when we purge;,0,English
456,"Even so, being full of your ne'er-cloying sweetness,",0,English
456,To bitter sauces did I frame my feeding;,0,English
456,"And, sick of welfare, found a kind of meetness",0,English
456,"To be diseased, ere that there was true needing.",0,English
456,"Thus policy in love, to anticipate",0,English
456,"The ills that were not, grew to faults assured,",0,English
456,And brought to medicine a healthful state,0,English
456,"Which, rank of goodness, would by ill be cured;",0,English
456,"   But thence I learn and find the lesson true,",0,English
456,   Drugs poison him that so fell sick of you.,0,English
457,"What potions have I drunk of Siren tears,",0,English
457,"Distilled from limbecks foul as hell within,",0,English
457,"Applying fears to hopes, and hopes to fears,",0,English
457,Still losing when I saw myself to win!,0,English
457,"What wretched errors hath my heart committed,",0,English
457,Whilst it hath thought itself so blessed never!,0,English
457,"How have mine eyes out of their spheres been fitted,",0,English
457,In the distraction of this madding fever!,0,English
457,O benefit of ill! now I find true,0,English
457,That better is by evil still made better;,0,English
457,"And ruined love, when it is built anew,",0,English
457,"Grows fairer than at first, more strong, far greater.",0,English
457,"   So I return rebuked to my content,",0,English
457,   And gain by ills thrice more than I have spent.,0,English
458,"That you were once unkind befriends me now,",0,English
458,"And for that sorrow, which I then did feel,",0,English
458,"Needs must I under my transgression bow,",0,English
458,Unless my nerves were brass or hammered steel.,0,English
458,"For if you were by my unkindness shaken,",0,English
458,"As I by yours, you've passed a hell of time;",0,English
458,"And I, a tyrant, have no leisure taken",0,English
458,To weigh how once I suffered in your crime.,0,English
458,O! that our night of woe might have remembered,0,English
458,"My deepest sense, how hard true sorrow hits,",0,English
458,"And soon to you, as you to me, then tendered",0,English
458,"The humble salve, which wounded bosoms fits!",0,English
458,   But that your trespass now becomes a fee;,0,English
458,"   Mine ransoms yours, and yours must ransom me.",0,English
459,"'Tis better to be vile than vile esteemed,",0,English
459,When not to be receives reproach of being;,0,English
459,"And the just pleasure lost, which is so deemed",0,English
459,"Not by our feeling, but by others' seeing:",0,English
459,For why should others' false adulterate eyes,0,English
459,Give salutation to my sportive blood?,0,English
459,"Or on my frailties why are frailer spies,",0,English
459,Which in their wills count bad what I think good?,0,English
459,"No, I am that I am, and they that level",0,English
459,At my abuses reckon up their own:,0,English
459,I may be straight though they themselves be bevel;,0,English
459,"By their rank thoughts, my deeds must not be shown;",0,English
459,"   Unless this general evil they maintain,",0,English
459,   All men are bad and in their badness reign.,0,English
460,"Thy gift, thy tables, are within my brain",0,English
460,"Full charactered with lasting memory,",0,English
460,"Which shall above that idle rank remain,",0,English
460,"Beyond all date, even to eternity:",0,English
460,"Or, at the least, so long as brain and heart",0,English
460,Have faculty by nature to subsist;,0,English
460,Till each to razed oblivion yield his part,0,English
460,"Of thee, thy record never can be missed.",0,English
460,"That poor retention could not so much hold,",0,English
460,Nor need I tallies thy dear love to score;,0,English
460,"Therefore to give them from me was I bold,",0,English
460,To trust those tables that receive thee more:,0,English
460,   To keep an adjunct to remember thee,0,English
460,   Were to import forgetfulness in me.,0,English
461,"No, Time, thou shalt not boast that I do change:",0,English
461,Thy pyramids built up with newer might,0,English
461,"To me are nothing novel, nothing strange;",0,English
461,They are but dressings of a former sight.,0,English
461,"Our dates are brief, and therefore we admire",0,English
461,What thou dost foist upon us that is old;,0,English
461,And rather make them born to our desire,0,English
461,Than think that we before have heard them told.,0,English
461,"Thy registers and thee I both defy,",0,English
461,"Not wondering at the present nor the past,",0,English
461,"For thy records and what we see doth lie,",0,English
461,Made more or less by thy continual haste.,0,English
461,   This I do vow and this shall ever be;,0,English
461,   I will be true despite thy scythe and thee.,0,English
462,"If my dear love were but the child of state,",0,English
462,"It might for Fortune's bastard be unfathered,",0,English
462,"As subject to Time's love or to Time's hate,",0,English
462,"Weeds among weeds, or flowers with flowers gathered.",0,English
462,"No, it was builded far from accident;",0,English
462,"It suffers not in smiling pomp, nor falls",0,English
462,"Under the blow of thralled discontent,",0,English
462,Whereto th' inviting time our fashion calls:,0,English
462,"It fears not policy, that heretic,",0,English
462,"Which works on leases of short-number'd hours,",0,English
462,"But all alone stands hugely politic,",0,English
462,"That it nor grows with heat, nor drowns with showers.",0,English
462,"   To this I witness call the fools of time,",0,English
462,"   Which die for goodness, who have lived for crime.",0,English
463,"Were't aught to me I bore the canopy,",0,English
463,"With my extern the outward honouring,",0,English
463,"Or laid great bases for eternity,",0,English
463,Which proves more short than waste or ruining?,0,English
463,Have I not seen dwellers on form and favour,0,English
463,Lose all and more by paying too much rent,0,English
463,"For compound sweet, forgoing simple savour,",0,English
463,"Pitiful thrivers, in their gazing spent?",0,English
463,"No; let me be obsequious in thy heart,",0,English
463,"And take thou my oblation, poor but free,",0,English
463,"Which is not mixed with seconds, knows no art,",0,English
463,"But mutual render, only me for thee.",0,English
463,"   Hence, thou suborned informer! a true soul",0,English
463,   When most impeached stands least in thy control.,0,English
464,"O thou, my lovely boy, who in thy pow’r",0,English
464,"Dost hold time’s fickle glass his sickle hour,",0,English
464,"Who hast by waning grown, and therein show’st",0,English
464,"Thy lovers withering, as thy sweet self grow’st—",0,English
464,"In nature, sovereign mistress over wrack,",0,English
464,"As thou goest onwards still will pluck thee back,",0,English
464,"She keeps thee to this purpose, that her skill",0,English
464,"May time disgrace, and wretched minute kill.",0,English
464,"Yet fear her, O thou minion of her pleasure;",0,English
464,She may detain but not still keep her treasure.,0,English
464,"   Her audit, though delayed, answered must be,",0,English
464,   And her quietus is to render thee.,0,English
465,"In the old age black was not counted fair,",0,English
465,"Or if it were, it bore not beauty's name;",0,English
465,"But now is black beauty's successive heir,",0,English
465,And beauty slandered with a bastard shame:,1,English
465,"For since each hand hath put on Nature's power,",0,English
465,"Fairing the foul with Art's false borrowed face,",0,English
465,"Sweet beauty hath no name, no holy bower,",0,English
465,"But is profaned, if not lives in disgrace.",0,English
465,"Therefore my mistress' eyes are raven black,",1,English
465,"Her eyes so suited, and they mourners seem",0,English
465,"At such who, not born fair, no beauty lack,",0,English
465,Sland'ring creation with a false esteem:,0,English
465,"   Yet so they mourn becoming of their woe,",0,English
465,   That every tongue says beauty should look so.,0,English
466,"How oft when thou, my music, music play'st,",0,English
466,Upon that blessed wood whose motion sounds,0,English
466,With thy sweet fingers when thou gently sway'st,0,English
466,"The wiry concord that mine ear confounds,",0,English
466,"Do I envy those jacks that nimble leap,",0,English
466,"To kiss the tender inward of thy hand,",0,English
466,"Whilst my poor lips which should that harvest reap,",1,English
466,At the wood's boldness by thee blushing stand!,0,English
466,"To be so tickled, they would change their state",0,English
466,"And situation with those dancing chips,",0,English
466,"O'er whom thy fingers walk with gentle gait,",0,English
466,Making dead wood more bless'd than living lips.,0,English
466,"   Since saucy jacks so happy are in this,",0,English
466,"   Give them thy fingers, me thy lips to kiss.",0,English
467,The expense of spirit in a waste of shame,0,English
467,"Is lust in action: and till action, lust",0,English
467,"Is perjured, murderous, bloody, full of blame,",0,English
467,"Savage, extreme, rude, cruel, not to trust;",0,English
467,Enjoyed no sooner but despised straight;,0,English
467,"Past reason hunted; and no sooner had,",0,English
467,"Past reason hated, as a swallowed bait,",0,English
467,On purpose laid to make the taker mad.,0,English
467,Mad in pursuit and in possession so;,0,English
467,"Had, having, and in quest to have extreme;",0,English
467,"A bliss in proof, and proved, a very woe;",0,English
467,"Before, a joy proposed; behind a dream.",0,English
467,   All this the world well knows; yet none knows well,0,English
467,   To shun the heaven that leads men to this hell.,0,English
468,My mistress' eyes are nothing like the sun;,0,English
468,"Coral is far more red, than her lips red:",0,English
468,"If snow be white, why then her breasts are dun;",0,English
468,"If hairs be wires, black wires grow on her head.",0,English
468,"I have seen roses damasked, red and white,",0,English
468,But no such roses see I in her cheeks;,0,English
468,And in some perfumes is there more delight,0,English
468,Than in the breath that from my mistress reeks.,1,English
468,"I love to hear her speak, yet well I know",0,English
468,That music hath a far more pleasing sound:,0,English
468,"I grant I never saw a goddess go,",0,English
468,"My mistress, when she walks, treads on the ground:",1,English
468,"   And yet by heaven, I think my love as rare,",0,English
468,   As any she belied with false compare.,0,English
469,"Thou art as tyrannous, so as thou art,",0,English
469,As those whose beauties proudly make them cruel;,0,English
469,For well thou know'st to my dear doting heart,0,English
469,Thou art the fairest and most precious jewel.,0,English
469,"Yet, in good faith, some say that thee behold,",0,English
469,Thy face hath not the power to make love groan;,0,English
469,"To say they err I dare not be so bold,",0,English
469,Although I swear it to myself alone.,0,English
469,"And to be sure that is not false I swear,",0,English
469,"A thousand groans, but thinking on thy face,",0,English
469,"One on another's neck, do witness bear",0,English
469,Thy black is fairest in my judgment's place.,0,English
469,"   In nothing art thou black save in thy deeds,",0,English
469,"   And thence this slander, as I think, proceeds.",0,English
470,"Thine eyes I love, and they, as pitying me,",0,English
470,"Knowing thy heart torments me with disdain,",0,English
470,"Have put on black and loving mourners be,",0,English
470,Looking with pretty ruth upon my pain.,0,English
470,And truly not the morning sun of heaven,0,English
470,"Better becomes the grey cheeks of the east,",0,English
470,"Nor that full star that ushers in the even,",0,English
470,"Doth half that glory to the sober west,",0,English
470,As those two mourning eyes become thy face:,0,English
470,O! let it then as well beseem thy heart,0,English
470,"To mourn for me since mourning doth thee grace,",0,English
470,And suit thy pity like in every part.,0,English
470,"   Then will I swear beauty herself is black,",1,English
470,   And all they foul that thy complexion lack.,1,English
471,Beshrew that heart that makes my heart to groan,0,English
471,For that deep wound it gives my friend and me!,0,English
471,"Is't not enough to torture me alone,",0,English
471,But slave to slavery my sweet'st friend must be?,0,English
471,"Me from myself thy cruel eye hath taken,",0,English
471,And my next self thou harder hast engrossed:,0,English
471,"Of him, myself, and thee I am forsaken;",0,English
471,A torment thrice three-fold thus to be crossed.,0,English
471,"Prison my heart in thy steel bosom's ward,",0,English
471,But then my friend's heart let my poor heart bail;,0,English
471,"Whoe'er keeps me, let my heart be his guard;",0,English
471,Thou canst not then use rigour in my jail:,0,English
471,"   And yet thou wilt; for I, being pent in thee,",0,English
471,"   Perforce am thine, and all that is in me.",0,English
472,"So now I have confessed that he is thine,",0,English
472,"And I my self am mortgaged to thy will,",0,English
472,"Myself I'll forfeit, so that other mine",0,English
472,Thou wilt restore to be my comfort still:,0,English
472,"But thou wilt not, nor he will not be free,",0,English
472,"For thou art covetous, and he is kind;",0,English
472,"He learned but surety-like to write for me,",0,English
472,Under that bond that him as fast doth bind.,0,English
472,"The statute of thy beauty thou wilt take,",0,English
472,"Thou usurer, that put'st forth all to use,",0,English
472,And sue a friend came debtor for my sake;,0,English
472,So him I lose through my unkind abuse.,0,English
472,   Him have I lost; thou hast both him and me:,0,English
472,"   He pays the whole, and yet am I not free.",0,English
473,"Whoever hath her wish, thou hast thy Will,",0,English
473,"And Will to boot, and Will in over-plus;",0,English
473,"More than enough am I that vexed thee still,",0,English
473,To thy sweet will making addition thus.,0,English
473,"Wilt thou, whose will is large and spacious,",0,English
473,Not once vouchsafe to hide my will in thine?,0,English
473,"Shall will in others seem right gracious,",0,English
473,And in my will no fair acceptance shine?,0,English
473,"The sea, all water, yet receives rain still,",0,English
473,And in abundance addeth to his store;,0,English
473,"So thou, being rich in Will, add to thy Will",0,English
473,"One will of mine, to make thy large will more.",0,English
473,"   Let no unkind, no fair beseechers kill;",0,English
473,"   Think all but one, and me in that one Will.",0,English
474,"If thy soul check thee that I come so near,",0,English
474,"Swear to thy blind soul that I was thy Will,",0,English
474,"And will, thy soul knows, is admitted there;",0,English
474,"Thus far for love, my love-suit, sweet, fulfil.",0,English
474,"Will, will fulfil the treasure of thy love,",0,English
474,"Ay, fill it full with wills, and my will one.",0,English
474,In things of great receipt with ease we prove,0,English
474,Among a number one is reckoned none:,0,English
474,"Then in the number let me pass untold,",0,English
474,Though in thy store's account I one must be;,0,English
474,"For nothing hold me, so it please thee hold",0,English
474,"That nothing me, a something sweet to thee:",0,English
474,"   Make but my name thy love, and love that still,",0,English
474,   And then thou lovest me for my name is 'Will.',0,English
475,"Thou blind fool, Love, what dost thou to mine eyes,",0,English
475,"That they behold, and see not what they see?",0,English
475,"They know what beauty is, see where it lies,",0,English
475,Yet what the best is take the worst to be.,0,English
475,"If eyes, corrupt by over-partial looks,",0,English
475,"Be anchored in the bay where all men ride,",0,English
475,"Why of eyes' falsehood hast thou forged hooks,",0,English
475,Whereto the judgment of my heart is tied?,0,English
475,"Why should my heart think that a several plot,",0,English
475,Which my heart knows the wide world's common place?,0,English
475,"Or mine eyes, seeing this, say this is not,",0,English
475,To put fair truth upon so foul a face?,0,English
475,"   In things right true my heart and eyes have erred,",0,English
475,   And to this false plague are they now transferred.,0,English
476,"When my love swears that she is made of truth,",0,English
476,"I do believe her though I know she lies,",0,English
476,"That she might think me some untutored youth,",0,English
476,Unlearned in the world's false subtleties.,0,English
476,"Thus vainly thinking that she thinks me young,",0,English
476,"Although she knows my days are past the best,",0,English
476,Simply I credit her false-speaking tongue:,0,English
476,On both sides thus is simple truth suppressed:,0,English
476,But wherefore says she not she is unjust?,0,English
476,And wherefore say not I that I am old?,0,English
476,"O! love's best habit is in seeming trust,",0,English
476,"And age in love, loves not to have years told:",0,English
476,"   Therefore I lie with her, and she with me,",0,English
476,   And in our faults by lies we flattered be.,0,English
477,O! call not me to justify the wrong,0,English
477,That thy unkindness lays upon my heart;,0,English
477,"Wound me not with thine eye, but with thy tongue:",0,English
477,"Use power with power, and slay me not by art,",0,English
477,"Tell me thou lov'st elsewhere; but in my sight,",0,English
477,"Dear heart, forbear to glance thine eye aside:",0,English
477,"What need'st thou wound with cunning, when thy might",0,English
477,Is more than my o'erpressed defence can bide?,0,English
477,Let me excuse thee: ah! my love well knows,0,English
477,Her pretty looks have been mine enemies;,1,English
477,"And therefore from my face she turns my foes,",0,English
477,That they elsewhere might dart their injuries:,0,English
477,"   Yet do not so; but since I am near slain,",0,English
477,"   Kill me outright with looks, and rid my pain.",0,English
478,Be wise as thou art cruel; do not press,0,English
478,My tongue-tied patience with too much disdain;,0,English
478,"Lest sorrow lend me words, and words express",0,English
478,The manner of my pity-wanting pain.,0,English
478,"If I might teach thee wit, better it were,",0,English
478,"Though not to love, yet, love to tell me so;",0,English
478,"As testy sick men, when their deaths be near,",0,English
478,No news but health from their physicians know;,0,English
478,"For, if I should despair, I should grow mad,",0,English
478,And in my madness might speak ill of thee;,0,English
478,"Now this ill-wresting world is grown so bad,",0,English
478,Mad slanderers by mad ears believed be.,0,English
478,"   That I may not be so, nor thou belied,",0,English
478,"   Bear thine eyes straight, though thy proud heart go wide.",0,English
479,"In faith I do not love thee with mine eyes,",0,English
479,For they in thee a thousand errors note;,0,English
479,"But 'tis my heart that loves what they despise,",0,English
479,"Who, in despite of view, is pleased to dote.",0,English
479,Nor are mine ears with thy tongue's tune delighted;,0,English
479,"Nor tender feeling, to base touches prone,",0,English
479,"Nor taste, nor smell, desire to be invited",0,English
479,To any sensual feast with thee alone:,0,English
479,But my five wits nor my five senses can,0,English
479,"Dissuade one foolish heart from serving thee,",0,English
479,"Who leaves unswayed the likeness of a man,",0,English
479,Thy proud heart's slave and vassal wretch to be:,0,English
479,"   Only my plague thus far I count my gain,",0,English
479,   That she that makes me sin awards me pain.,0,English
480,"Love is my sin, and thy dear virtue hate,",0,English
480,"Hate of my sin, grounded on sinful loving:",0,English
480,"O! but with mine compare thou thine own state,",0,English
480,And thou shalt find it merits not reproving;,0,English
480,"Or, if it do, not from those lips of thine,",0,English
480,That have profaned their scarlet ornaments,0,English
480,"And sealed false bonds of love as oft as mine,",0,English
480,Robbed others' beds' revenues of their rents.,0,English
480,"Be it lawful I love thee, as thou lov'st those",0,English
480,Whom thine eyes woo as mine importune thee:,0,English
480,"Root pity in thy heart, that, when it grows,",0,English
480,Thy pity may deserve to pitied be.,0,English
480,"   If thou dost seek to have what thou dost hide,",0,English
480,   By self-example mayst thou be denied!,0,English
481,"Lo, as a careful housewife runs to catch",0,English
481,"One of her feathered creatures broke away,",0,English
481,"Sets down her babe, and makes all swift dispatch",0,English
481,In pursuit of the thing she would have stay;,0,English
481,"Whilst her neglected child holds her in chase,",0,English
481,Cries to catch her whose busy care is bent,0,English
481,"To follow that which flies before her face,",0,English
481,Not prizing her poor infant's discontent;,0,English
481,"So runn'st thou after that which flies from thee,",0,English
